"";"APR1";"APR10";"APR11";"APR12";"APR13";"APR14";"APR15";"APR16";"APR17";"APR18";"APR19";"APR2";"APR20";"APR3";"APR4";"APR5";"APR6";"APR7";"APR8";"APR9";"AUG1";"AUG10";"AUG11";"AUG12";"AUG13";"AUG14";"AUG15";"AUG16";"AUG17";"AUG18";"AUG19";"AUG2";"AUG20";"AUG3";"AUG4";"AUG5";"AUG6";"AUG7";"AUG8";"AUG9";"DEC1";"DEC10";"DEC11";"DEC12";"DEC13";"DEC14";"DEC15";"DEC16";"DEC17";"DEC18";"DEC19";"DEC2";"DEC20";"DEC3";"DEC4";"DEC5";"DEC6";"DEC7";"DEC8";"DEC9";"FEB1";"FEB10";"FEB11";"FEB12";"FEB13";"FEB14";"FEB15";"FEB16";"FEB17";"FEB18";"FEB19";"FEB2";"FEB20";"FEB3";"FEB4";"FEB5";"FEB6";"FEB7";"FEB8";"FEB9";"JAN1";"JAN10";"JAN11";"JAN12";"JAN13";"JAN14";"JAN15";"JAN16";"JAN17";"JAN18";"JAN19";"JAN2";"JAN20";"JAN3";"JAN4";"JAN5";"JAN6";"JAN7";"JAN8";"JAN9";"JUL1";"JUL10";"JUL11";"JUL12";"JUL13";"JUL14";"JUL15";"JUL16";"JUL17";"JUL18";"JUL19";"JUL2";"JUL20";"JUL3";"JUL4";"JUL5";"JUL6";"JUL7";"JUL8";"JUL9";"JUN1";"JUN10";"JUN11";"JUN12";"JUN13";"JUN14";"JUN15";"JUN16";"JUN17";"JUN18";"JUN19";"JUN2";"JUN20";"JUN3";"JUN4";"JUN5";"JUN6";"JUN7";"JUN8";"JUN9";"MAR1";"MAR10";"MAR11";"MAR12";"MAR13";"MAR14";"MAR15";"MAR16";"MAR17";"MAR18";"MAR19";"MAR2";"MAR20";"MAR3";"MAR4";"MAR5";"MAR6";"MAR7";"MAR8";"MAR9";"MAY1";"MAY10";"MAY11";"MAY12";"MAY13";"MAY14";"MAY15";"MAY16";"MAY17";"MAY18";"MAY19";"MAY2";"MAY20";"MAY3";"MAY4";"MAY5";"MAY6";"MAY7";"MAY8";"MAY9";"NOV1";"NOV10";"NOV11";"NOV12";"NOV13";"NOV14";"NOV15";"NOV16";"NOV17";"NOV18";"NOV19";"NOV2";"NOV20";"NOV3";"NOV4";"NOV5";"NOV6";"NOV7";"NOV8";"NOV9";"OCT1";"OCT10";"OCT11";"OCT12";"OCT13";"OCT14";"OCT15";"OCT16";"OCT17";"OCT18";"OCT19";"OCT2";"OCT20";"OCT3";"OCT4";"OCT5";"OCT6";"OCT7";"OCT8";"OCT9";"SEP1";"SEP10";"SEP11";"SEP12";"SEP13";"SEP14";"SEP15";"SEP16";"SEP17";"SEP18";"SEP19";"SEP2";"SEP20";"SEP3";"SEP4";"SEP5";"SEP6";"SEP7";"SEP8";"SEP9";"total";"kingdom";"phylum";"class";"order";"family";"genus"
"Cyathostomum sp.2 (pateratum/catinatum)";0;0;0;0;0;0;0;0;0;0;0;0;1239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;293;830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;883;77;21;0;0;0;0;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;57;34724;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cyathostomum"
"Paramacrobiotus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34383;"Metazoa";"Tardigrada";"Eutardigrada";"Parachela";"Strongyloididae";"Paramacrobiotus"
"Margarinotus ventralis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;16845;0;0;0;4987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10308;0;0;0;0;0;0;0;0;0;0;0;0;0;945;674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33997;"Metazoa";"Arthropoda";"Insecta";"Coleoptera";"Histeridae";"Margarinotus"
"Culicoides chiopterus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32408;0;0;0;0;0;0;0;0;0;0;0;0;0;33;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33234;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Ceratopogonidae";"Culicoides"
"Cylicostephanus sp.1 (calicatus)";0;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;37;84;0;80;0;830;0;0;0;0;0;0;0;0;60;0;43;0;0;0;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;0;0;577;0;0;0;0;0;37;0;50;0;0;181;0;0;0;0;0;160;0;0;0;0;135;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;0;0;25142;0;0;0;0;0;0;0;40;0;415;0;0;0;0;0;0;81;53;0;145;0;0;0;0;0;0;0;12;0;0;0;0;124;0;0;0;48;15;165;475;32777;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Cylicostephanus"
"Chromadorea sp.143";1392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;561;0;467;6806;205;243;84;0;0;0;0;0;0;312;151;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4356;0;906;0;35;2796;429;0;0;0;0;666;0;299;54;1455;0;0;0;104;0;0;0;0;2334;169;0;0;0;0;0;611;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1228;648;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;129;0;0;0;0;0;1856;0;0;0;729;0;0;0;0;30049;"Metazoa";"Nematoda";"Chromadorea";"Chromadorea order seq1820";"Chromadorea family seq1820";"Chromadorea genus seq1820"
"Chromadorea sp.32";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29750;0;0;0;0;29750;"Metazoa";"Nematoda";"Chromadorea";"Chromadorea order seq1738";"Chromadorea family seq1738";"Chromadorea genus seq1738"
"Strongylida sp.92";0;0;0;0;0;0;0;0;0;0;1813;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;652;0;0;0;0;0;101;457;66;0;0;0;0;0;0;0;0;0;431;0;0;0;678;0;0;0;0;0;241;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;1185;0;0;777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8136;0;0;0;0;459;0;0;0;0;0;331;889;0;0;0;0;0;0;31;0;0;0;59;0;0;0;0;0;617;0;868;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;339;0;147;2132;0;0;0;0;0;729;2171;372;989;0;114;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;1072;1772;1285;29704;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongylida family seq1276";"Strongylida genus seq1276"
"Triodontophorus sp.2 (nipponicus)";0;0;0;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;122;0;0;0;0;0;130;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;715;0;0;0;73;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446;0;0;0;0;243;0;0;0;0;0;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1236;0;0;0;0;0;0;0;0;0;413;0;0;0;0;0;0;0;510;0;0;0;0;0;0;0;0;0;0;342;14797;0;0;0;0;0;0;0;0;0;0;0;655;0;0;0;0;0;2588;0;0;0;0;0;0;0;0;1274;209;0;1393;0;850;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;433;464;137;29227;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Triodontophorus"
"Limoniidae sp.1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;3971;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;8793;0;0;0;0;0;28963;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Limoniidae";"Limoniidae genus seq1326"
"Oconnorella cambrensis";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1187;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28921;"Metazoa";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Oconnorella"
"Archiborborus sp.1 (maculipennis)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;6217;22082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28743;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sphaeroceridae";"Archiborborus"
"Adineta sp.10 (vaga)";0;0;0;0;0;0;0;82;0;1400;0;0;20;0;0;0;0;36;0;9;0;0;0;0;0;0;0;0;8;0;14;0;44;0;0;0;6;0;11;0;0;309;0;6;0;0;0;0;335;0;0;0;37;0;106;0;0;153;0;67;0;277;0;0;0;0;696;150;455;0;120;0;0;2533;30;0;0;74;141;56;0;246;0;0;0;1114;0;0;568;0;0;4784;147;0;0;0;0;466;0;0;0;0;0;0;0;249;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11003;164;0;125;0;0;0;0;42;0;0;938;75;614;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;259;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;5;0;0;0;0;0;0;48;28;4;21;0;28559;"Metazoa";"Rotifera";"Eurotatoria";"Adinetida";"Strongyloididae";"Adineta"
"Microchrysa polita";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;56;2180;0;0;0;0;0;0;0;0;0;0;3735;9529;0;24;9147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27704;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Stratiomyidae";"Microchrysa"
"Hebecnema umbratica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;194;0;0;0;0;0;0;0;28;4;0;0;0;0;0;0;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15499;0;0;2095;234;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;8072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;524;212;0;0;0;0;0;0;0;8;0;0;0;0;0;27644;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Muscidae";"Hebecnema"
"Strongylus vulgaris";0;799;0;0;0;0;0;0;0;0;0;0;341;0;0;0;0;0;0;0;0;508;0;0;0;0;0;0;0;117;0;0;0;0;0;0;666;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;277;0;0;0;0;0;0;0;0;0;0;1337;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;570;0;0;0;0;11;0;0;0;207;985;0;0;0;145;0;0;0;0;0;738;32;211;245;0;0;0;0;0;785;0;165;0;0;157;0;0;0;0;0;1637;1320;0;690;0;0;0;0;0;0;0;0;1710;0;0;0;1566;2522;667;0;0;0;0;1173;76;253;0;0;0;818;396;3564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;9;0;194;0;0;0;0;0;0;58;717;37;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;0;28;0;26868;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Strongylus"
"Sphaerocera sp.1 (curvipes)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26683;"Metazoa";"Arthropoda";"Insecta";"Diptera";"Sphaeroceridae";"Sphaerocera"
"Hypsibiidae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2257;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;811;0;15160;0;0;0;0;0;0;3363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;26326;"seq15042";"seq15042";"seq15042";"seq15042";"seq15042";"seq15042"
"Adineta sp.1 (barbata)";0;0;0;0;0;0;0;2354;0;0;0;0;0;0;0;0;40;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;0;0;0;210;0;0;0;0;7;0;0;0;5734;0;0;1208;0;305;0;159;0;0;463;0;0;0;0;0;0;0;0;11181;0;0;0;0;0;0;0;0;0;0;100;0;0;0;2706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;610;0;12;0;0;221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25962;"Metazoa";"Rotifera";"Bdelloidea";"Adinetida";"Strongyloididae";"Adineta"
"Ostertagia ostertagi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5704;0;0;0;0;0;0;0;0;0;0;654;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1938;5759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;680;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;0;0;0;0;0;0;0;0;0;0;0;0;0;2497;0;912;0;0;0;0;0;0;0;0;0;0;0;0;4591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;25659;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongyloididae";"Ostertagia"
"Orchesella flavescens";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24381;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24761;"Metazoa";"Arthropoda";"Collembola";"Entomobryomorpha";"Orchesellidae";"Orchesella"
"Strongylida sp.3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;366;0;0;0;0;0;982;0;0;709;0;0;0;0;0;587;399;0;0;0;0;0;0;0;0;0;0;0;0;59;0;1192;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;361;0;0;0;545;0;0;0;0;82;0;0;0;0;0;431;0;0;0;0;342;0;0;0;0;448;482;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629;0;0;0;0;0;0;0;0;574;0;202;0;0;0;0;0;0;0;0;0;0;0;397;0;0;0;0;0;0;0;3463;532;0;0;0;0;0;0;0;0;265;0;189;0;0;0;0;0;847;430;547;0;0;0;0;0;0;789;317;25;1501;0;871;0;0;0;0;0;0;665;0;0;0;0;0;0;0;53;968;3598;188;24292;"Metazoa";"Nematoda";"Chromadorea";"Strongylida";"Strongylida family seq5140";"Strongylida genus seq5140"
